,,,0
Backend-разработчик/PHP-разработчик,key_skills_uniques,SQL,1
Backend-разработчик/PHP-разработчик,key_skills_uniques,jQuery,1
Backend-разработчик/PHP-разработчик,key_skills_uniques,Gulp,1
Bitrix разработчик,salary_from_uniques,180000.0,1
Bitrix разработчик,salary_to_uniques,0.0,1
Bitrix разработчик,experience_uniques,От 3 до 6 лет,1
Bitrix разработчик,employment_uniques,Полная занятость,1
Bitrix разработчик,schedule_uniques,Полный день,1
Bitrix разработчик,key_skills_uniques,PostgreSQL,1
Bitrix разработчик,key_skills_uniques,MySQL,1
Bitrix разработчик,key_skills_uniques,1С-Битрикс,1
C# / ASP.NET программист,salary_from_uniques,0.0,1
C# / ASP.NET программист,salary_to_uniques,100000.0,1
C# / ASP.NET программист,experience_uniques,От 1 года до 3 лет,1
C# / ASP.NET программист,employment_uniques,Полная занятость,1
C# / ASP.NET программист,schedule_uniques,Полный день,1
C# Backend разработчик,salary_from_uniques,100000.0,1
C# Backend разработчик,salary_to_uniques,200000.0,1
C# Backend разработчик,experience_uniques,От 3 до 6 лет,1
C# Backend разработчик,employment_uniques,Полная занятость,1
C# Backend разработчик,schedule_uniques,Полный день,1
C# Backend разработчик,key_skills_uniques,SQL,1
C# Backend разработчик,key_skills_uniques,C#,1
C# Backend разработчик,key_skills_uniques,MS SQL,1
C# Backend разработчик,key_skills_uniques,PostgreSQL,1
C# Backend разработчик,key_skills_uniques,.net core,1
C# разработчик,experience_uniques,От 1 года до 3 лет,1
C# разработчик,employment_uniques,Полная занятость,1
C# разработчик,schedule_uniques,Удаленная работа,1
C# разработчик,key_skills_uniques,C#,1
C#- разработчик (Full Stack),experience_uniques,От 3 до 6 лет,1
C#- разработчик (Full Stack),employment_uniques,Полная занятость,1
C#- разработчик (Full Stack),schedule_uniques,Полный день,1
C#- разработчик (Full Stack),key_skills_uniques,SQL,1
C#- разработчик (Full Stack),key_skills_uniques,C#,1
C#- разработчик (Full Stack),key_skills_uniques,Design Patterns,1
C#- разработчик (Full Stack),key_skills_uniques,TFS,1
C#- разработчик (Full Stack),key_skills_uniques,Scrum,1
C++ Developer (Unreal Engine 4),experience_uniques,От 1 года до 3 лет,1
C++ Developer (Unreal Engine 4),employment_uniques,Полная занятость,1
C++ Developer (Unreal Engine 4),schedule_uniques,Полный день,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Подготовка презентаций,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Git,1
C++ Developer (Unreal Engine 4),key_skills_uniques,ООП,1
C++ Developer (Unreal Engine 4),key_skills_uniques,QA,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Разработка технических заданий,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Vulkan,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Game Programming,1
C++ Developer (Unreal Engine 4),key_skills_uniques,C++,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Английский язык,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Mathematical Programming,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Blueprints,1
C++ Developer (Unreal Engine 4),key_skills_uniques,JOGL,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Умение работать в коллективе,1
C++ Developer (Unreal Engine 4),key_skills_uniques,DirectX,1
C++ Developer (Unreal Engine 4),key_skills_uniques,Unreal Engine 4,1
"C++ Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",experience_uniques,От 3 до 6 лет,1
"C++ Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",employment_uniques,Полная занятость,1
"C++ Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",schedule_uniques,Полный день,1
"C++ Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Python,1
"C++ Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Linux,1
"C++ Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,C++,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",salary_from_uniques,200000.0,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",salary_to_uniques,330000.0,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",experience_uniques,Более 6 лет,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",employment_uniques,Полная занятость,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",schedule_uniques,Гибкий график,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,C/C++,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Linux,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Multithread Programming,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Работа в команде,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Python,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,Nvidia SDK,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,TensorRT,1
"C++ Python Developer for Computer Vision and Machine Learning (Программист C++, компьютерное зрение)",key_skills_uniques,OpenCV,1
DWH/BI Developer (MS SQL),experience_uniques,От 3 до 6 лет,1
DWH/BI Developer (MS SQL),employment_uniques,Полная занятость,1
DWH/BI Developer (MS SQL),schedule_uniques,Полный день,1
DWH/BI Developer (MS SQL),key_skills_uniques,DWH,1
DWH/BI Developer (MS SQL),key_skills_uniques,PowerBI,1
DWH/BI Developer (MS SQL),key_skills_uniques,Business intelligence,1
DWH/BI Developer (MS SQL),key_skills_uniques,SSIS,1
DWH/BI Developer (MS SQL),key_skills_uniques,SQL,1
DWH/BI Developer (MS SQL),key_skills_uniques,MS SQL,1
DWH/BI Developer (MS SQL),key_skills_uniques,SSAS,1
DWH/BI Developer (MS SQL),key_skills_uniques,Tableau,1
DWH/BI Developer (MS SQL),key_skills_uniques,ETL,1
DevOps - разработчик ПО,salary_from_uniques,200000.0,1
DevOps - разработчик ПО,salary_to_uniques,0.0,1
DevOps - разработчик ПО,experience_uniques,От 1 года до 3 лет,1
DevOps - разработчик ПО,employment_uniques,Полная занятость,1
DevOps - разработчик ПО,schedule_uniques,Полный день,1
DevOps - разработчик ПО,key_skills_uniques,Ansible,1
DevOps - разработчик ПО,key_skills_uniques,Kubernetes,1
DevOps - разработчик ПО,key_skills_uniques,Golang,1
DevOps - разработчик ПО,key_skills_uniques,Linux,1
DevOps - разработчик ПО,key_skills_uniques,OpenStack,1
DevOps - разработчик ПО,key_skills_uniques,Python,1
Elixir разработчик,experience_uniques,От 1 года до 3 лет,1
Elixir разработчик,employment_uniques,Полная занятость,1
Elixir разработчик,schedule_uniques,Полный день,1
Elixir разработчик,key_skills_uniques,MongoDB,1
Elixir разработчик,key_skills_uniques,Phoenix Framework,1
Elixir разработчик,key_skills_uniques,Elixir,1
Elixir разработчик,key_skills_uniques,PostgreSQL,1
Elixir разработчик,key_skills_uniques,Redis,1
Elixir разработчик,key_skills_uniques,RabbitMQ,1
Elixir разработчик,key_skills_uniques,Ruby,1
Elixir разработчик,key_skills_uniques,Ruby On Rails,1
Elixir разработчик,key_skills_uniques,cassandra,1
